X,name,year,month,province,meantemp,rain,humi,number,seq,SO2,NO2,PM10,CO,O3_8h,PM2.5,beta_cases,beta_smooth_2,beta_smooth_3,beta_smooth_4,beta_smooth_5,sunlight,population,,,,
1375,安徽,2015,7,Anhui,25.77,168.69,83.08,57,31,17,22,55,0.7,72,35,21.42275351,21.32447236,21.69587545,23.3681987,25.01226127,151.26,61440000,,,,
1376,安徽,2015,8,Anhui,26.22,128.61,81.04,27,32,18,25,65,0.7,80,39,22.43868164,21.93071757,25.14998223,24.16903448,25.84491427,196.16,61440000,,,,
1377,安徽,2015,9,Anhui,22.4,52.49,78.62,34,33,18,27,69,0.8,83,42,31.58851155,27.01359659,28.85854221,26.99959504,27.14544123,164.18,61440000,,,,
1378,安徽,2015,10,Anhui,17.58,62.57,74.42,72,34,22,37,99,0.9,86,64,32.54843346,32.0684725,30.62192366,28.57611315,28.47253226,171.66,61440000,,,,
1379,安徽,2015,11,Anhui,10.24,124.37,86.79,100,35,22,35,75,1.1,58,53,27.72882597,30.13862971,29.44515604,29.98099492,28.50931381,63.86,61440000,,,,
1380,安徽,2015,12,Anhui,5.38,28.26,76.46,103,36,29,46,119,1.3,53,85,28.05820869,27.89351733,26.13654135,27.73951438,26.52521031,110.28,61440000,,,,
1381,安徽,2016,1,Anhui,2.53,57.98,78.08,106,37,26,44,107,1.2,52,81,22.62258939,25.34039904,24.11626404,25.01940452,27.03945859,NA,61960000,,,,
1382,安徽,2016,2,Anhui,5.91,27.89,65.38,34,38,25,37,91,1.1,68,65,21.66799403,22.14529171,26.47008609,26.86711674,26.80117482,155.56,61960000,,,,
1383,安徽,2016,3,Anhui,10.95,52.21,68.96,82,39,24,42,98,1,81,69,35.11967485,28.39383444,27.77502533,26.48691635,26.67743978,136.38,61960000,,,,
1384,安徽,2016,4,Anhui,17.15,134.19,80.62,94,40,19,36,79,0.9,98,48,26.53740712,30.82854098,29.69887183,27.69115238,26.98004027,137.03,61960000,,,,
1385,安徽,2016,5,Anhui,19.98,147.9,79.67,106,41,19,31,77,0.8,107,47,27.43953352,26.98847032,26.03751082,28.30805183,27.17595469,138.15,61960000,,,,
1386,安徽,2016,6,Anhui,24.08,204.41,84.71,85,42,19,29,52,0.7,99,33,24.13559183,25.78756268,24.74089716,25.19002465,24.56327912,126.47,61960000,,,,
1387,安徽,2016,7,Anhui,27.85,197.1,84.21,54,43,17,27,45,0.7,95,28,22.64756612,23.39157898,22.94648499,24.06974712,24.90751126,171.59,61960000,,,,
1388,安徽,2016,8,Anhui,28.14,69.37,77.62,29,44,19,27,51,0.8,116,29,22.05629701,22.35193157,24.32081032,24.2745057,26.17325268,214.2,61960000,,,,
1389,安徽,2016,9,Anhui,23.37,145.07,75.88,23,45,20,32,65,0.8,121,39,28.25856782,25.15743242,28.02770181,26.68266789,27.04161375,130,61960000,,,,
1390,安徽,2016,10,Anhui,17.46,7.44,87.69,49,46,17,34,59,0.8,64,38,33.76824059,31.01340421,30.16806855,28.14012566,28.19698478,38.35,61960000,,,,
1391,安徽,2016,11,Anhui,10.58,66.8,83.71,72,47,21,46,95,1,63,62,28.47739723,31.12281891,30.22335302,29.73215672,28.58560342,101.67,61960000,,,,
1392,安徽,2016,12,Anhui,6.48,63.68,79,80,48,24,56,126,1.3,59,92,28.42442126,28.45090924,26.96706957,28.66736232,27.77879811,121.88,61960000,,,,
1393,安徽,2017,1,Anhui,4.5,61.22,76.62,83,49,22,46,121,1.2,60,88,23.99939022,26.21190574,25.54945091,26.28143749,27.84233794,114.27,62550000,,,,
1394,安徽,2017,2,Anhui,5.79,35.67,71.32,39,50,22,43,113,1,84,82,24.22454124,24.11196573,27.43662374,27.68357312,27.98996433,118.55,62550000,,,,
1395,安徽,2017,3,Anhui,9.72,89.52,70.42,86,51,19,43,100,0.8,96,64,34.08593976,29.1552405,29.17533672,27.88135009,28.74711257,122.53,62550000,,,,
1396,安徽,2017,4,Anhui,17.13,104.85,70.31,110,52,17,37,96,0.9,120,53,29.21552915,31.65073446,31.83721047,29.93404316,28.60085968,199.98,62550000,,,,
1397,安徽,2017,5,Anhui,22.1,103.22,71.26,206,53,15,31,99,0.8,148,51,32.2101625,30.71284583,28.23127247,29.69493929,27.57080579,214.96,62550000,,,,
1398,安徽,2017,6,Anhui,24.38,159.59,78.28,202,54,14,26,71,0.7,145,42,23.26812576,27.73914413,24.85085334,25.94202229,25.65363113,144.58,62550000,,,,
1399,安徽,2017,7,Anhui,29.26,122.23,78.24,73,55,14,24,55,0.6,112,30,19.07427175,21.17119876,22.28082133,24.76315662,25.58690919,228.71,62550000,,,,
1400,安徽,2017,8,Anhui,27.05,247.44,84.48,41,56,14,24,52,0.7,109,28,24.50006648,21.78716912,24.15208589,23.93109586,25.33436606,160.13,62550000,,,,
1401,安徽,2017,9,Anhui,22.42,176.94,86.33,44,57,14,31,61,0.8,106,35,28.88191944,26.69099296,28.10981092,25.85092613,27.11644854,109.66,62550000,,,,
1402,安徽,2017,10,Anhui,15.91,118.12,82.54,63,58,17,40,77,0.8,94,46,30.94744685,29.91468314,30.66930149,29.12699274,29.15545445,115.91,62550000,,,,
1403,安徽,2017,11,Anhui,11.11,24.03,71.07,110,59,18,53,112,0.9,76,68,32.17853817,31.56299251,30.79842877,30.31930144,28.42480422,140.46,62550000,,,,
1404,安徽,2017,12,Anhui,4.62,16.64,67.96,170,60,20,58,130,1.1,58,92,29.2693013,30.72391974,27.43155161,28.31052542,27.0067219,144.51,62550000,,,,
1405,安徽,2018,1,Anhui,1.12,84.82,79.39,119,61,17,48,115,1.1,64,92,20.84681534,25.05805832,23.96920816,26.02154067,27.48072036,89.6,63240000,,,,
1406,安徽,2018,2,Anhui,4.11,45.58,70.41,41,62,16,39,101,0.9,78,68,21.79150785,21.3191616,25.31858744,26.3062659,27.35209757,130.86,63240000,,,,
1407,安徽,2018,3,Anhui,11.84,102.64,76.41,67,63,14,38,81,0.8,101,53,33.31743912,27.55447349,28.88145706,26.87279663,27.53411642,157.72,63240000,,,,
1408,安徽,2018,4,Anhui,17.23,NA,72.08,108,64,13,35,103,0.8,126,48,31.53542421,32.42643167,31.67741963,29.20594169,28.34066263,177.36,63240000,,,,
1409,安徽,2018,5,Anhui,21.71,214.29,80.96,188,65,11,28,75,0.7,123,41,30.17939557,30.85740989,28.86478872,29.97795132,28.19184543,132.44,63240000,,,,
1410,安徽,2018,6,Anhui,25.45,122.93,75.52,159,66,12,24,61,0.7,157,35,24.87954638,27.52947098,25.36878794,26.91044701,26.11105823,198.13,63240000,,,,
1411,安徽,2018,7,Anhui,28.46,182.66,81.46,99,67,10,21,46,0.6,113,24,21.04742187,22.96348412,22.94682379,24.75496673,26.41996507,214.69,63240000,,,,
1412,安徽,2018,8,Anhui,27.94,246.81,82.3,37,68,11,21,47,0.7,121,26,22.91350311,21.98046249,25.68029447,25.48010745,26.33471151,204.44,63240000,,,,
1413,安徽,2018,9,Anhui,23.06,79.26,79.34,68,69,12,29,62,0.7,124,32,33.07995843,27.99673077,28.58219644,26.6985028,27.95177267,157.93,63240000,,,,
1414,安徽,2018,10,Anhui,16.36,12.99,68.59,84,70,14,41,82,0.7,123,46,29.75312778,31.4165431,31.93264612,29.67786037,29.19335793,196.73,63240000,,,,
1415,安徽,2018,11,Anhui,11.26,76.84,82.26,168,71,11,44,93,1,77,65,32.96485215,31.35898996,29.99110937,30.76332164,28.89666076,116.56,63240000,,,,
1416,安徽,2018,12,Anhui,4.49,115.75,80.69,201,72,12,47,94,1,51,66,27.25534819,30.11010017,27.21673919,27.85083634,26.90644492,65.73,63240000,,,,
1417,安徽,2019,1,Anhui,2.8,55.3,82,138,73,8,53,98,1.08,44,87,21.43001724,24.34268272,23.93808156,26.19477421,27.72814775,96.3,63660000,,,,
1418,安徽,2019,2,Anhui,3.4,88,88,53,74,4,34,71,0.89,63,65,23.12887926,22.27944825,26.14017947,26.41897165,27.14454075,39.9,63660000,,,,
1419,安徽,2019,3,Anhui,11.5,12.9,71,100,75,7,49,88,0.74,95,55,33.86164192,28.49526059,29.0124461,27.11683888,28.08038023,176.3,63660000,,,,
1420,安徽,2019,4,Anhui,16.7,46.7,79,136,76,6,41,73,0.75,104,42,30.04681711,31.95422952,31.94766822,29.74297098,28.73723048,167.7,63660000,,,,
1421,安徽,2019,5,Anhui,21.5,47.9,69,239,77,5,39,69,0.65,138,30,31.93454562,30.99068137,28.89854375,30.13931829,28.22010947,214.7,63660000,,,,
1422,安徽,2019,6,Anhui,25.4,156.7,79,244,78,4,29,50,0.7,153,28,24.71426851,28.32440706,25.73069611,26.80972636,26.49383674,210.4,63660000,,,,
1423,安徽,2019,7,Anhui,28.3,20.8,80,111,79,4,26,51,0.62,131,26,20.54327421,22.62877136,23.49594032,25.60559165,26.72921916,236.2,63660000,,,,
1424,安徽,2019,8,Anhui,27.9,51.3,79,63,80,5,27,48,0.65,138,21,25.23027824,22.88677623,25.66576056,25.42788755,27.10985745,242.7,63660000,,,,
1425,安徽,2019,9,Anhui,23.2,11.9,77,84,81,6,39,66,0.73,137,30,31.22372922,28.22700373,30.09724818,27.70875469,28.93642607,196.2,63660000,,,,
1426,安徽,2019,10,Anhui,17.1,17.8,79,145,82,8,50,88,0.74,92,43,33.83773709,32.53073315,32.96952597,31.03471404,30.22844438,149.7,63660000,,,,
1427,安徽,2019,11,Anhui,11.7,48,73,348,83,8,54,84,0.68,72,41,33.8471116,33.84242434,31.56273814,31.47798591,27.98509766,171.5,63660000,,,,
1428,安徽,2019,12,Anhui,5.6,24.3,82,416,84,8,57,73,0.87,41,59,27.00336574,30.42523867,24.954674,27.17543977,24.13270537,146.9,63660000,,,,
1429,安徽,2020,1,Anhui,3.4,102.4,90,160,85,6,42,59,0.87,45,65,14.01354466,20.5084552,17.65955939,21.70644744,24.63781104,52.7,61050000,,,,
1430,安徽,2020,2,Anhui,7.4,44.5,80,10,86,6,23,44,0.59,75,36,11.96176776,12.98765621,20.77952595,22.3354859,23.38532141,133.7,61050000,,,,
1431,安徽,2020,3,Anhui,11.7,112,76,18,87,7,37,60,0.61,84,35,36.36326544,24.1625166,25.30323221,22.48081032,23.80247346,157.6,61050000,,,,
1432,安徽,2020,4,Anhui,15.4,19.8,71,22,88,9,47,71,0.59,111,32,27.58466344,31.97396444,31.01235162,26.24970566,26.77680539,224.3,61050000,,,,
1433,安徽,2020,5,Anhui,22.9,45.2,75,26,89,6,34,64,0.56,137,31,29.089126,28.33689472,28.51966458,30.4805648,30.55049581,217.3,61050000,,,,
1434,安徽,2020,6,Anhui,25.4,344.1,87,29,90,5,26,38,0.54,100,19,28.88520432,28.98716516,29.60151672,29.0973034,28.67525099,125.5,61050000,,,,
1435,安徽,2020,7,Anhui,25.1,529.9,93,40,91,4,25,36,0.66,93,24,30.83021985,29.85771208,28.90082183,28.94789787,28.21860003,83.3,61050000,,,,
1436,安徽,2020,8,Anhui,28.9,90.7,85,48,92,5,22,44,0.55,109,18,26.98704133,28.90863059,27.70622328,28.00096854,28.60866439,229.1,61050000,,,,
1437,安徽,2020,9,Anhui,23.1,64.7,84,33,93,6,41,62,0.66,131,28,25.30140866,26.14422499,27.77596593,28.53952941,28.95318908,172.9,61050000,,,,
1438,安徽,2020,10,Anhui,16.3,63,85,41,94,8,50,66,0.68,89,34,31.03944782,28.17042824,28.98289474,28.48393139,28.2343897,136.8,61050000,,,,
1439,安徽,2020,11,Anhui,11.5,61.9,82,61,95,9,53,69,0.75,59,38,30.60782776,30.82363779,29.62783284,28.54622679,28.54622679,151,61050000,,,,
1440,安徽,2020,12,Anhui,3.5,19.4,74,69,96,10,62,85,0.95,41,73,27.23622293,28.92202534,28.92202534,29.62783284,29.62783284,133.8,61050000,,,,
1441,江蘇,2013,1,Jiangsu,1.72,11.57,74.35,142,1,51,61,160,1.7,35,119,4.753002674,4.753002674,18.89094072,18.89094072,28.89863945,146.7,79390000,,,,
1442,江蘇,2013,2,Jiangsu,4.32,63.16,78.57,40,2,28,30,106,1.2,77,81,33.02887876,18.89094072,28.89863945,28.89863945,31.60823985,96.34,79390000,,,,
1443,江蘇,2013,3,Jiangsu,9.5,36.28,64.35,116,3,36,41,122,1.1,85,68,48.91403692,40.97145784,40.55998558,31.60823985,32.60644224,196.9,79390000,,,,
1444,江蘇,2013,4,Jiangsu,14.39,32.17,58.48,196,4,35,40,117,1,111,62,39.73704106,44.32553899,41.75010992,39.56980213,37.48551705,246.76,79390000,,,,
1445,江蘇,2013,5,Jiangsu,20.45,127.45,75.57,233,5,26,33,101,1,111,60,36.59925177,38.16814641,35.16155652,38.59967662,35.96697259,177.71,79390000,,,,
1446,江蘇,2013,6,Jiangsu,23.86,115.03,78.7,160,6,22,29,105,0.9,116,68,29.14837673,32.87381425,30.39459499,32.73020651,32.80442087,152.21,79390000,,,,
1447,江蘇,2013,7,Jiangsu,30.16,144.39,73.65,57,7,23,28,76,0.8,110,38,25.43615646,27.2922666,29.22860384,31.07126582,32.8425616,240.34,79390000,,,,
1448,江蘇,2013,8,Jiangsu,29.82,74.67,73.39,31,8,25,26,77,0.8,116,39,33.10127832,29.26871739,32.82172651,31.90338906,33.94775474,271.04,79390000,,,,
1449,江蘇,2013,9,Jiangsu,23.03,103.09,78.26,39,9,23,30,75,0.9,95,45,39.92774474,36.51451153,38.38474683,35.14759924,37.3195161,180.51,79390000,,,,
1450,江蘇,2013,10,Jiangsu,17.5,68.32,72.61,56,10,27,38,101,0.9,96,59,42.12521744,41.02648109,42.68671525,40.29035601,40.50812309,212.05,79390000,,,,
1451,江蘇,2013,11,Jiangsu,10.87,22.64,68.61,125,11,40,51,151,1.2,59,90,46.00718356,44.0662005,43.1705308,42.35983429,39.81559625,170.57,79390000,,,,
1452,江蘇,2013,12,Jiangsu,3.64,8.71,65.87,228,12,60,64,214,1.7,42,152,41.3791914,43.69318748,39.00833969,39.78755913,37.86697275,163.93,79390000,,,,
1453,江蘇,2014,1,Jiangsu,4.3,15.51,69.74,206,13,43,49,159,1.4,49,109,29.63864412,35.50891776,33.73415425,36.80241158,38.74116273,169.12,79600000,,,,
1454,江蘇,2014,2,Jiangsu,3.83,87.35,79.13,75,14,28,33,98,1.1,70,76,30.18462724,29.91163568,35.43981289,36.92465752,37.80029022,96.07,79600000,,,,
1455,江蘇,2014,3,Jiangsu,10.8,49.87,67.87,155,15,34,43,127,1.1,86,76,46.49616733,38.34039728,39.32787185,36.90556492,37.84024075,192.16,79600000,,,,
1456,江蘇,2014,4,Jiangsu,15.51,92.67,75.04,237,16,26,37,99,1,105,61,41.302821,43.89949416,43.12597747,39.89063991,37.73571105,182.57,79600000,,,,
1457,江蘇,2014,5,Jiangsu,21.83,66.15,63.7,441,17,31,39,142,1,144,71,41.57894409,41.44088254,37.3325869,39.62348201,37.01177925,248.53,79600000,,,,
1458,江蘇,2014,6,Jiangsu,23.78,112.36,78.65,334,18,23,32,107,0.9,136,71,29.11599562,35.34746985,32.41996931,34.64068223,33.79852254,135.97,79600000,,,,
1459,江蘇,2014,7,Jiangsu,26.84,198.44,82.48,121,19,19,27,86,0.9,121,54,26.56496823,27.84048192,28.70361586,31.92244792,33.06252997,168.13,79600000,,,,
1460,江蘇,2014,8,Jiangsu,25.19,193.82,86.35,68,20,19,28,70,0.9,107,45,30.42988374,28.49742598,31.53923672,30.93342644,34.5264775,126.53,79600000,,,,
1461,江蘇,2014,9,Jiangsu,22.49,134.93,85.26,48,21,20,28,63,0.8,100,37,37.62285818,34.02637096,38.98380789,35.87909798,36.8312044,117.1,79600000,,,,
1462,江蘇,2014,10,Jiangsu,17.95,43.27,75.96,128,22,24,37,93,0.8,106,51,48.89868175,43.26076997,42.38705668,39.39776344,39.74895541,217.31,79600000,,,,
1463,江蘇,2014,11,Jiangsu,11.72,66.4,75.26,223,23,31,47,114,1.1,72,69,40.6396301,44.76915593,43.56401171,42.07872332,40.30633462,140.24,79600000,,,,
1464,江蘇,2014,12,Jiangsu,3.32,3.88,60.74,320,24,45,49,132,1.2,50,76,41.15372326,40.89667668,38.33671105,40.97720373,38.77244507,201.57,79600000,,,,
1465,江蘇,2015,1,Jiangsu,3.85,25.49,69.74,373,25,36,50,138,1.3,53,93,33.2167798,37.18525153,34.77463782,36.24088589,37.49497589,131.21,79760000,,,,
1466,江蘇,2015,2,Jiangsu,5.21,35.2,70.35,162,26,24,34,109,1.1,74,71,29.95341042,31.58509511,35.22717536,36.70881233,37.68128852,132.24,79760000,,,,
1467,江蘇,2015,3,Jiangsu,9.63,64.74,72.17,227,27,24,38,96,1,88,57,42.51133586,36.23237314,38.01197985,36.81317984,37.61283752,166.75,79760000,,,,
1468,江蘇,2015,4,Jiangsu,14.63,81.47,70.91,332,28,27,40,97,1,121,54,41.57119328,42.04126457,41.63133246,38.71185195,37.08846491,196.72,79760000,,,,
1469,江蘇,2015,5,Jiangsu,20.18,93.26,73.83,571,29,22,34,83,0.8,130,45,40.81146825,41.19133077,37.65919275,38.87222853,36.36049546,190.03,79760000,,,,
1470,江蘇,2015,6,Jiangsu,23.98,203.83,77,451,30,19,31,78,0.8,123,44,30.59491673,35.70319249,32.57331605,34.82278535,33.92823743,135.21,79760000,,,,
1471,江蘇,2015,7,Jiangsu,26.24,133.27,82.65,184,31,17,27,63,0.7,114,39,26.31356316,28.45423994,29.08617521,32.01749847,33.83385424,158.01,79760000,,,,
1472,江蘇,2015,8,Jiangsu,26.75,171.93,81.7,83,32,19,26,63,0.8,125,36,30.35004574,28.33180445,32.58762873,32.08945073,34.50446311,208.69,79760000,,,,
1473,江蘇,2015,9,Jiangsu,22.79,89.39,79.57,88,33,20,29,60,0.8,126,34,41.09927731,35.72466152,38.53794523,35.48184971,36.53640402,195.03,79760000,,,,
1474,江蘇,2015,10,Jiangsu,17.78,44.76,74.3,174,34,25,43,99,0.9,116,55,44.16451263,42.63189497,42.00613708,39.09211424,38.98809366,204.77,79760000,,,,
1475,江蘇,2015,11,Jiangsu,11.04,130.33,83.26,263,35,22,41,85,1.1,62,56,40.75462129,42.45956696,41.16371509,41.14760565,38.66586143,79.87,79760000,,,,
1476,江蘇,2015,12,Jiangsu,5.24,26.78,74.96,359,36,30,52,133,1.3,50,91,38.57201136,39.66331632,36.02183907,38.05750746,36.72055797,131.39,79760000,,,,
1477,江蘇,2016,1,Jiangsu,1.94,36.46,70.74,251,37,29,46,114,1.2,60,78,28.73888457,33.65544796,32.89455198,34.8595693,37.03417079,NA,79990000,,,,
1478,江蘇,2016,2,Jiangsu,5.09,19.37,64.39,103,38,24,37,106,1.1,82,68,31.37276,30.05582228,35.28140711,36.10405817,36.76085343,NA,79990000,,,,
1479,江蘇,2016,3,Jiangsu,10.07,29.56,66.13,189,39,25,44,110,1.1,92,65,45.73257676,38.55266838,38.83112373,36.30806394,36.70392807,NA,79990000,,,,
1480,江蘇,2016,4,Jiangsu,16.51,107.26,75.3,277,40,21,40,92,1,119,49,39.38803444,42.5603056,41.1359986,38.69518895,37.00365225,NA,79990000,,,,
1481,江蘇,2016,5,Jiangsu,19.91,127.22,74.22,336,41,18,32,83,0.9,126,44,38.28738459,38.83770952,35.97097484,38.41137532,35.89662569,160,79990000,,,,
1482,江蘇,2016,6,Jiangsu,24.1,217.7,81.35,269,42,15,27,60,0.8,119,35,30.23750548,34.26244504,31.45417242,33.43763792,34.05550218,134.08,79990000,,,,
1483,江蘇,2016,7,Jiangsu,28.37,213.35,81.78,90,43,15,24,58,0.8,120,34,25.83762717,28.03756633,30.86736396,32.72236912,34.58545022,183.67,79990000,,,,
1484,江蘇,2016,8,Jiangsu,28.49,69.61,76.7,63,44,16,21,47,0.7,126,24,36.52695923,31.1822932,34.800787,33.65996662,34.99098039,261.92,79990000,,,,
1485,江蘇,2016,9,Jiangsu,23.7,153.51,77.83,91,45,17,29,62,0.8,126,35,42.0377746,39.28236692,39.62658977,36.17934912,37.03303595,130.25,79990000,,,,
1486,江蘇,2016,10,Jiangsu,18,9.3,85.88,135,46,14,30,49,0.8,74,27,40.31503549,41.17640505,40.93353111,39.83188814,39.78391335,53.67,79990000,,,,
1487,江蘇,2016,11,Jiangsu,10.67,57.05,80.57,175,47,20,45,87,1,64,52,40.44778323,40.38140936,40.11827764,40.59815188,38.17956426,122.33,79990000,,,,
1488,江蘇,2016,12,Jiangsu,6.25,50.25,77.83,256,48,23,51,110,1.1,62,74,39.5920142,40.01989872,36.1816704,37.21501167,36.27039157,141.33,79990000,,,,
1489,江蘇,2017,1,Jiangsu,4.46,56.64,75.61,180,49,20,42,101,1.1,69,69,28.50521376,34.04861398,33.52971305,35.2592306,37.89565207,125.3,80290000,,,,
1490,江蘇,2017,2,Jiangsu,5.5,26.87,67.77,74,50,21,45,103,1.1,91,72,32.49191119,30.49856248,36.47948764,37.25761928,37.88716436,137.03,80290000,,,,
1491,江蘇,2017,3,Jiangsu,9.34,41.77,66.75,173,51,19,45,92,0.9,109,55,48.44133797,40.46662458,40.44619794,37.4609519,38.24234161,152.62,80290000,,,,
1492,江蘇,2017,4,Jiangsu,16.91,73.01,65.23,270,52,19,42,98,1,140,50,40.40534466,44.42334132,43.40486103,40.67662357,38.85528549,220.29,80290000,,,,
1493,江蘇,2017,5,Jiangsu,22.1,56.74,66.55,405,53,17,35,97,0.8,159,44,41.36790047,40.88662257,37.78105943,40.44612907,37.44033219,235.52,80290000,,,,
1494,江蘇,2017,6,Jiangsu,24.44,126.32,74.22,393,54,14,29,72,0.8,155,40,31.56993317,36.46891682,32.78499277,34.69008074,34.7575389,179.98,80290000,,,,
1495,江蘇,2017,7,Jiangsu,30.38,149.16,76.89,130,55,13,27,57,0.7,127,30,25.41714465,28.49353891,30.67148312,33.34558746,34.2669219,235.56,80290000,,,,
1496,江蘇,2017,8,Jiangsu,28.11,203.23,82.69,82,56,11,25,52,0.8,122,28,35.02737153,30.22225809,32.79892529,32.49167726,34.30242273,193.1,80290000,,,,
1497,江蘇,2017,9,Jiangsu,23.2,188.69,84.22,91,57,12,32,59,0.8,113,34,37.95225968,36.48981561,38.17501194,34.98554512,37.62270379,141.48,80290000,,,,
1498,江蘇,2017,10,Jiangsu,16.88,95.33,80.53,107,58,13,36,63,0.8,92,37,41.54540462,39.74883215,42.55633426,40.67409358,40.58290972,143.27,80290000,,,,
1499,江蘇,2017,11,Jiangsu,11.42,20.7,70.27,259,59,17,53,101,1,71,56,48.17133847,44.85837154,43.31163912,41.97179426,38.9761945,162.65,80290000,,,,
1500,江蘇,2017,12,Jiangsu,4.84,8.87,65.86,461,60,20,61,126,1.2,54,81,40.21817428,44.19475637,38.46110273,39.2321782,36.97290369,172.02,80290000,,,,
1501,江蘇,2018,1,Jiangsu,1.67,69.36,75.72,304,61,17,51,120,1.2,59,89,26.99379544,33.60598486,31.71592512,35.82977846,38.30836618,109.43,80510000,,,,
1502,江蘇,2018,2,Jiangsu,3.88,31.2,67.29,86,62,15,39,96,1,79,62,27.93580564,27.46480054,34.38410605,35.84262311,37.61163798,152.36,80510000,,,,
1503,江蘇,2018,3,Jiangsu,11.07,80.99,75.88,155,63,14,46,90,0.9,101,58,48.22271707,38.07926135,40.2820734,36.96000391,37.98739919,172.12,80510000,,,,
1504,江蘇,2018,4,Jiangsu,16.78,NA,67.94,330,64,14,43,113,0.8,137,55,44.68769749,46.45520728,45.00246495,40.73580012,38.76158922,195.73,80510000,,,,
1505,江蘇,2018,5,Jiangsu,21.16,160.85,78.74,575,65,11,33,80,0.8,134,45,42.0969803,43.3923389,39.21647447,41.46803512,38.2706152,154.46,80510000,,,,
1506,江蘇,2018,6,Jiangsu,25.37,72.83,73.7,536,66,11,27,64,0.7,165,38,30.86474561,36.48086296,32.81422048,35.78258973,35.4235969,218.18,80510000,,,,
1507,江蘇,2018,7,Jiangsu,28.74,214.63,83.38,167,67,9,22,48,0.6,121,26,25.48093553,28.17284057,30.11110223,33.10757175,34.39130405,232.96,80510000,,,,
1508,江蘇,2018,8,Jiangsu,28.72,204.17,84.12,108,68,8,19,42,0.6,119,23,33.98762556,29.73428055,32.99826478,32.46488499,35.80733997,235.66,80510000,,,,
1509,江蘇,2018,9,Jiangsu,24.07,88.82,79.23,102,69,11,31,55,0.7,128,30,39.52623326,36.75692941,40.89700623,37.04298856,38.7855469,177.89,80510000,,,,
1510,江蘇,2018,10,Jiangsu,16.95,13.12,68.28,233,70,12,43,74,0.7,122,43,49.17715988,44.35169657,44.81972447,42.11169974,41.36518467,216.49,80510000,,,,
1511,江蘇,2018,11,Jiangsu,11.88,80.55,84.12,572,71,11,49,92,1,81,65,45.75578028,47.46647008,44.43735484,43.20957445,40.01571271,118.12,80510000,,,,
1512,江蘇,2018,12,Jiangsu,5.23,93.17,77.77,823,72,12,48,90,0.9,52,56,38.37912436,42.06745232,37.12505681,40.13808258,38.20197268,90.96,80510000,,,,
1513,江蘇,2019,1,Jiangsu,4.1,51.5,75,516,73,11,55,108,1,46,74,27.24026578,32.80969507,32.02564108,35.45817588,37.6308059,92.5,80700000,,,,
1514,江蘇,2019,2,Jiangsu,4.4,90.4,84,170,74,8,36,82,0.88,68,60,30.4575331,28.84889944,34.67304163,35.59956231,36.3625358,40.2,80700000,,,,
1515,江蘇,2019,3,Jiangsu,11.8,37.6,66,348,75,14,51,97,0.93,93,54,46.321326,38.38942955,38.73109629,35.85838867,37.12504152,168.5,80700000,,,,
1516,江蘇,2019,4,Jiangsu,16.8,51.5,73,432,76,12,42,74,0.74,109,41,39.41442978,42.86787789,42.64246957,39.59623545,37.75353558,160.5,80700000,,,,
1517,江蘇,2019,5,Jiangsu,21.8,41.1,60,725,77,13,38,69,0.71,143,31,42.19165292,40.80304135,37.32960627,39.5775362,36.81473349,186.3,80700000,,,,
1518,江蘇,2019,6,Jiangsu,25.3,109.2,75,596,78,10,29,52,0.75,161,29,30.38273609,36.28719451,32.77930388,34.43808536,34.49683762,164.5,80700000,,,,
1519,江蘇,2019,7,Jiangsu,28.3,63.9,81,205,79,8,30,46,0.72,139,25,25.76352263,28.07312936,30.2927018,33.26743958,35.08753931,159.6,80700000,,,,
1520,江蘇,2019,8,Jiangsu,28.6,123,77,118,80,8,25,38,0.65,137,19,34.73184667,30.24768465,34.28776917,33.3115109,35.99223719,211.8,80700000,,,,
1521,江蘇,2019,9,Jiangsu,24.3,51.4,75,164,81,8,36,47,0.71,136,24,42.36793822,38.54989244,41.27164241,37.39461247,39.66481051,175.4,80700000,,,,
1522,江蘇,2019,10,Jiangsu,18.9,1.4,70,295,82,9,47,82,0.79,103,37,46.71514235,44.54154028,45.94289442,43.14013248,41.96041438,133.9,80700000,,,,
1523,江蘇,2019,11,Jiangsu,13.4,41.7,67,862,83,9,54,85,0.82,82,37,48.7456027,47.73037253,44.23409567,43.76755631,39.17572043,161.9,80700000,,,,
1524,江蘇,2019,12,Jiangsu,7.3,59.1,78,1254,84,9,58,82,1.06,53,53,37.24154195,42.99357233,35.59850719,38.37766598,33.06179627,143.9,80700000,,,,
1525,江蘇,2020,1,Jiangsu,5.1,75.2,86,507,85,6,41,78,0.82,58,60,20.80837692,29.02495944,23.28274543,29.64845975,30.19966789,44.6,84770000,,,,
1526,江蘇,2020,2,Jiangsu,8.2,35.5,76,32,86,6,25,45,0.67,83,32,11.79831741,16.30334716,21.67039827,25.56318419,31.0115569,130.2,84770000,,,,
1527,江蘇,2020,3,Jiangsu,12.3,89.9,69,8,87,7,38,58,0.73,99,30,32.40450048,22.10140895,32.33595521,29.45406064,31.38137991,153.4,84770000,,,,
1528,江蘇,2020,4,Jiangsu,15.8,70.8,59,28,88,9,43,68,0.86,130,32,52.80504773,42.60477411,41.43340174,34.02463066,35.10587903,210.9,84770000,,,,
